System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"258"	"Corporate"	"Preferred"				"The American Federation of Arts"	"1909"				"The American Federation of Arts (AFA) is a nonprofit organization that creates art exhibitions for presentation in museums around the world, publishes exhibition catalogues, and develops education programs. The organization’s founding in 1909 was endorsed by Theodore Roosevelt and spearheaded by Secretary of State Elihu Root and eminent art patrons and artists of the day. The AFA’s mission is to enrich the public’s experience and understanding of the visual arts, and this is accomplished through its exhibitions, catalogues, and public programs. To date, the AFA has organized or circulated approximately 3,000 exhibitions that have been viewed by more than 10 million people in museums in every state, as well as in Canada, Latin America, Europe, Asia, and Africa. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Oct 19 2017   n78096867"	"http://id.loc.gov/authorities/names/n78096867   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n78096867"	"Debbie Garcia-Orona (Santa Fe)   Oct 19 2017"
"260"	"Person"	"Preferred"		"Alfred"	"Alfred"	"Stieglitz"	"1864"	"1946"	"Male"	"American"	"Alfred Stieglitz HonFRPS (January 1, 1864 – July 13, 1946) was an American photographer and modern art promoter who was instrumental over his fifty-year career in making photography an accepted art form. In addition to his photography, Stieglitz was known for the New York art galleries that he ran in the early part of the 20th century, where he introduced many avant-garde European artists to the U.S. He was married to painter Georgia O'Keeffe. (Sourced from Wikipedia, January 2020)"	"Photographer"	"2, 1021"	"Georgia O'Keeffe   Wife      , Sue Davidson Lowe   Niece   Nov 17 2017   Stieglitz' grandniece"	"Union List of Artist Names   Nov 13 2017   ID: 500024301"	"http://vocab.getty.edu/ulan/500024301   LOD Equivalent URI   , http://data.okeeffemuseum.org/actor/stieglitz-alfred-/   Proxy for   Koha Library Agent URL"	"http://vocab.getty.edu/ulan/500024301"	"Sherri Sorensen   Nov 13 2017"
"261"	"Corporate"	"Preferred, Former"				"Amon Carter Museum of American Art, Amon Carter Museum of Western Art"				"American"	"The Amon Carter Museum of American Art (ACMAA) is located in Fort Worth, Texas, in the city's cultural district. The museum's permanent collection features paintings, photography, sculpture, and works on paper by leading artists working in the United States and its North American territories in the nineteenth and twentieth centuries.  The greatest concentration of works falls into the period from the 1820s through the 1940s. Photographs, prints, and other works on paper produced up to the present day are also an area of strength in the museum's holdings. ^The collection is particularly focused on portrayals of the Old West by Frederic Remington and Charles M. Russell, artworks depicting nineteenth-century exploration and settlement of the North American continent, and masterworks that are emblematic of major turning points in American art history. The ""full spectrum"" of American photography is documented by 45,000 exhibition-quality prints, dating from the earliest years of the medium to the present. A rotating selection of works from the permanent collection is on view year-round during regular museum hours, and several thousand of these works can be studied online using the Collection tab on the ACMAA's official website. Museum admission for all exhibits, including special exhibits, is free. ^The Amon Carter Museum of American Art opened in 1961 as the Amon Carter Museum of Western Art. The museum's original collection of more than 300 works of art by Frederic Remington and Charles M. Russell was assembled by Fort Worth newspaper publisher and philanthropist Amon G. Carter, Sr. (1879–1955). Carter spent the last ten years of his life laying the legal, financial, and philosophical groundwork for the museum's creation. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Oct 24 2017   no2010138007"	"http://id.loc.gov/authorities/names/no2010138007   LOD Equivalent URI   LCNAF, http://data.okeeffemuseum.org/actor/amon-carter-museum   Proxy for, http://data.okeeffemuseum.org/actor/amon-carter-museum-of-western-art   Proxy for, http://data.okeeffemuseum.org/actor/published-for-amon-carter-museum-fort-worth-by-harper-row   Proxy for, http://data.okeeffemuseum.org/actor/published-for-the-amon-carter-museum-of-western-art-by-university-of-texas-press   Proxy for, http://data.okeeffemuseum.org/actor/published-for-the-amon-carter-museum-of-western-art-fort-worth-by-the-university-of-texas-press   Proxy for"	"http://id.loc.gov/authorities/names/no2010138007"	"Sherri Sorensen   Oct 24 2017"
"263"	"Person"	"Preferred"		"Alvin Langdon"	"Alvin"	"Coburn"	"1882"	"1966"	"Male"	"British"	"Alvin Langdon Coburn (June 11, 1882 – November 23, 1966) was an early 20th-century photographer who became a key figure in the development of American pictorialism. He became the first major photographer to emphasize the visual potential of elevated viewpoints and later made some of the first completely abstract photographs. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 26 2017   ID: 500010929"	"http://vocab.getty.edu/ulan/500010929   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500010929"	"Sherri Sorensen   Oct 26 2017"
"266"	"Corporate"	"Preferred, Former, Former"				"Milwaukee Art Museum, Milwaukee Art Institute, Milwaukee Art Center"					"The Milwaukee Art Museum (MAM) is an art museum in Milwaukee, Wisconsin. Its collection contains nearly 25,000 works of art. It is one of the largest museums in the United States. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Apr 16 2019   n81037507"	"http://id.loc.gov/authorities/names/n81037507   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n81037507"	"Debbie Garcia-Orona (Santa Fe)   Apr 16 2019"
"274"	"Person"	"Preferred"	"Dr."	"John"		"Chewning"	"Dec 31 1922"	"Jan 24 2018"	"Male"	"American"		"Photographer"	"323"	"Mrs. Chewning (Cincinnati)   Wife      "	"Local Source      "	"https://www.afterlife.co/us/obituary-cincinnati-john-chewning-6829970   Public Web Link   "		
"278"	"Person"	"Preferred"		"Dan"		"Budnik"	"1933"		"Male"	"American"	"Daniel Budnik (born May 20, 1933) is an American photographer noted for his portraits of artists and photographs of the Civil Rights Movement and Native American life. (Sourced from Wikipedia, January 2020)"	"Photographer"			"LC Name Authority File   Oct 26 2017   n88063618"	"http://id.loc.gov/authorities/names/n88063618   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n88063618"	"Sherri Sorensen   Oct 26 2017"
"285"	"Person"	"Preferred"		"Lynn"		"Waugh"			"Female"			"Photographer"			"Local Source      "			
"288"	"Person"	"Preferred"		"Philippe"		"Halsman"	"May 02 1906"	"Jun 25 1979"	"Male"	"American"	"Philippe Halsman (Latvian: Filips Halsmans, German: Philipp Halsmann; 2 May 1906 – 25 June 1979) was an American portrait photographer. He was born in Riga in the part of the Russian Empire which later became Latvia, and died in New York City. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 27 2017   ID: 500026767"	"http://vocab.getty.edu/ulan/500026767   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500026767"	"Sherri Sorensen   Oct 27 2017"
"291"	"Person"	"Preferred"		"Bruce"		"Weber"	"Mar 29 1946"		"Male"	"American"	"Bruce Weber (born March 29, 1946) is an American fashion photographer and occasional filmmaker. He is most widely known for his ad campaigns for Calvin Klein, Ralph Lauren, Pirelli, Abercrombie & Fitch, Revlon, and Gianni Versace, as well as his work for Vogue, GQ, Vanity Fair, Elle, Life, Interview, and Rolling Stone magazines. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 13 2017   ID: 500062132"	"http://vocab.getty.edu/ulan/500062132   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500062132"	"Sherri Sorensen   Nov 13 2017"
"292"	"Person"	"Preferred"		"Maria"		"Chabot"	"Sep 18 1913"	"2001"	"Female"	"American"	"Maria Chabot (1913–2001), was an advocate for Native American arts, a rancher, and a friend of Georgia O'Keeffe. She was the general contractor for her house in Abiquiú, New Mexico and took the photograph of O'Keeffe entitled Women Who Rode Away, in which the artist was on the back of a motorcycle. Their correspondence was published in the book Maria Chabot—Georgia O'Keeffe: Correspondence 1941-1949. (Sourced from Wikipedia, January 2020)"	"Author"	"2"	"Georgia O'Keeffe   Friend      general contractor for GOK house in Abiquiu"	"LC Name Authority File   Oct 26 2017   n2003009708"	"http://id.loc.gov/authorities/names/n2003009708   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n2003009708"	"Sherri Sorensen   Oct 26 2017"
"293"	"Person"	"Preferred"		"Eliot Furness"	"Eliot"	"Porter"	"Dec 06 1901"	"Nov 02 1990"	"Male"	"American"	"Eliot Furness Porter (December 6, 1901 – November 2, 1990) was an American photographer best known for his intimate color photographs of nature. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 09 2017   ID: 500007426"	"http://vocab.getty.edu/ulan/500007426   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500007426"	"Sherri Sorensen   Nov 09 2017"
"295"	"Person"	"Preferred"		"William"		"Clift"	"1944"		"Male"	"American"		"Photographer"			"Union List of Artist Names   Oct 26 2017   ID: 500037027"	"http://vocab.getty.edu/ulan/500037027   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500037027"	"Sherri Sorensen   Oct 26 2017"
"296"	"Person"	"Preferred"		"Arthur"		"Dove"	"1880"	"1946"	"Male"	"American"	"Arthur Garfield Dove (August 2, 1880 – November 23, 1946) was an American artist. An early American modernist, he is often considered the first American abstract painter. Dove used a wide range of media, sometimes in unconventional combinations, to produce his abstractions and his abstract landscapes. Me and the Moon from 1937 is a good example of an Arthur Dove abstract landscape and has been referred to as one of the culminating works of his career. Dove did a series of experimental collage works in the 1920s. He also experimented with techniques, combining paints like hand mixed oil or tempera over a wax emulsion as exemplified in Dove's 1938 painting Tanks, in the collection of the Boston Museum of Fine Arts. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names   Jan 30 2018   500018046"	"http://vocab.getty.edu/ulan/500018046   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500018046"	"Debbie Garcia-Orona (Santa Fe)   Jan 30 2018"
"297"	"Person"	"Preferred"		"Kenneth"		"Noland"	"Apr 10 1924"	"Jan 05 2010"	"Male"	"American"	"Kenneth Noland (April 10, 1924 – January 5, 2010) was an American painter. He was one of the best-known American Color Field painters, although in the 1950s he was thought of as an abstract expressionist and in the early 1960s he was thought of as a minimalist painter. Noland helped establish the Washington Color School movement. In 1977, he was honored by a major retrospective at the Solomon R. Guggenheim Museum in New York that then traveled to the Hirshhorn Museum and Sculpture Garden in Washington, D.C. and Ohio's Toledo Museum of Art in 1978. In 2006, Noland's Stripe Paintings were exhibited at the Tate in London. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names       500003418"	"http://vocab.getty.edu/ulan/500003418   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500003418"	"Sherri Sorensen   May 31 2018"
"298"	"Person"	"Preferred"		"John S."		"Candelario"	"Sep 07 1916"	"Oct 05 1993"		"American"		"Photographer"	"2"	"Georgia O'Keeffe   Friend      a long-time friend of GOK"	"LC Name Authority File   Oct 26 2017   nr94020810"	"http://vocab.getty.edu/ulan/500476240   LOD Equivalent URI   ULAN"	"http://vocab.getty.edu/ulan/500476240"	"Sherri Sorensen   Oct 26 2017"
"300"	"Person"	"Preferred"		"Unknown"	"Unknown"													
"301"	"Corporate"	"Business, Former"				"Memphis Brooks Museum of Art, Brooks Memorial Art Gallery, Overton Park"	"1916"					"Art Museum"			"Union List of Artist Names   Aug 20 2019   500302737"	"http://id.loc.gov/authorities/names/n50000498   LOD Equivalent URI   , http://vocab.getty.edu/ulan/500302737   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/n50000498, http://vocab.getty.edu/ulan/500302737"	"Debbie Garcia-Orona (Santa Fe)   Jan 17 2019"
